,loss,val_loss,lr
0,0.26474717259407043,0.1538306176662445,0.0010000000474974513
1,0.13194957375526428,0.03703849017620087,0.0010000000474974513
2,0.0448966920375824,-0.02338271401822567,0.0010000000474974513
3,0.002307955641299486,-0.05765805393457413,0.0010000000474974513
4,-0.021373068913817406,-0.05874462425708771,0.0010000000474974513
5,-0.029221298173069954,-0.07940216362476349,0.0010000000474974513
6,-0.039644427597522736,-0.0833493247628212,0.0010000000474974513
7,-0.040666256099939346,-0.08254878222942352,0.0010000000474974513
8,-0.04617391526699066,-0.0884724035859108,0.0010000000474974513
9,-0.0545538105070591,-0.08972402662038803,0.0010000000474974513
10,-0.05844311788678169,-0.1013418585062027,0.0010000000474974513
11,-0.0617990642786026,-0.10000137239694595,0.0010000000474974513
12,-0.07005709409713745,-0.11113303899765015,0.0010000000474974513
13,-0.07899010926485062,-0.12076446413993835,0.0010000000474974513
14,-0.0934361070394516,-0.13283516466617584,0.0010000000474974513
15,-0.11951670795679092,-0.16481493413448334,0.0010000000474974513
16,-0.15944211184978485,-0.21620136499404907,0.0010000000474974513
17,-0.22666659951210022,-0.28751105070114136,0.0010000000474974513
18,-0.28108298778533936,-0.3376324474811554,0.0010000000474974513
19,-0.3351266086101532,-0.39023303985595703,0.0010000000474974513
20,-0.3846653997898102,-0.44081196188926697,0.0010000000474974513
21,-0.42882490158081055,-0.4837052524089813,0.0010000000474974513
22,-0.4732826054096222,-0.5316608548164368,0.0010000000474974513
23,-0.5133770704269409,-0.5620860457420349,0.0010000000474974513
24,-0.5385795831680298,-0.6023876070976257,0.0010000000474974513
25,-0.5655959248542786,-0.6224665641784668,0.0010000000474974513
26,-0.5812013149261475,-0.6334951519966125,0.0010000000474974513
27,-0.5937908887863159,-0.6244325041770935,0.0010000000474974513
28,-0.6000810861587524,-0.6411881446838379,0.0010000000474974513
29,-0.6043645143508911,-0.676253080368042,0.0010000000474974513
30,-0.6261187195777893,-0.680820643901825,0.0010000000474974513
31,-0.6341519951820374,-0.6891084909439087,0.0010000000474974513
32,-0.6383827328681946,-0.6982457041740417,0.0010000000474974513
33,-0.6438357830047607,-0.7024179697036743,0.0010000000474974513
34,-0.6506257653236389,-0.6858144402503967,0.0010000000474974513
35,-0.6505964398384094,-0.7011669278144836,0.0010000000474974513
36,-0.6583754420280457,-0.7187287211418152,0.0010000000474974513
37,-0.6577191948890686,-0.7211472988128662,0.0010000000474974513
38,-0.6685354113578796,-0.7249726057052612,0.0010000000474974513
39,-0.6721302270889282,-0.7220072746276855,0.0010000000474974513
40,-0.6707422733306885,-0.7261154651641846,0.0010000000474974513
41,-0.6778475046157837,-0.7395362854003906,0.0010000000474974513
42,-0.6839884519577026,-0.7414551377296448,0.0010000000474974513
43,-0.6861296892166138,-0.749570906162262,0.0010000000474974513
44,-0.6958956122398376,-0.7497422695159912,0.0010000000474974513
45,-0.6993147134780884,-0.7582857012748718,0.0010000000474974513
46,-0.7073764801025391,-0.7669134736061096,0.0010000000474974513
47,-0.7142684459686279,-0.7517411112785339,0.0010000000474974513
48,-0.7234643697738647,-0.7863622307777405,0.0010000000474974513
49,-0.7261577844619751,-0.7879984378814697,0.0010000000474974513
50,-0.7320376634597778,-0.7835731506347656,0.0010000000474974513
51,-0.7399807572364807,-0.8005096316337585,0.0010000000474974513
52,-0.7421466112136841,-0.8049656748771667,0.0010000000474974513
53,-0.7450307607650757,-0.8093509078025818,0.0010000000474974513
54,-0.7482847571372986,-0.8006542325019836,0.0010000000474974513
55,-0.752387523651123,-0.8087158799171448,0.0010000000474974513
56,-0.755244255065918,-0.8016388416290283,0.0010000000474974513
57,-0.7646177411079407,-0.8231670260429382,0.00010000000474974513
58,-0.7668631672859192,-0.824738621711731,0.00010000000474974513
59,-0.766277551651001,-0.824737548828125,0.00010000000474974513
60,-0.7671398520469666,-0.8220788836479187,0.00010000000474974513
61,-0.7672979235649109,-0.8255693316459656,0.00010000000474974513
62,-0.7675758004188538,-0.8263118267059326,0.00010000000474974513
63,-0.7685520052909851,-0.825560986995697,0.00010000000474974513
64,-0.7685508131980896,-0.8264039754867554,0.00010000000474974513
65,-0.7689359188079834,-0.8270738124847412,0.00010000000474974513
66,-0.7692261934280396,-0.8282653093338013,0.00010000000474974513
67,-0.769622266292572,-0.8245981335639954,0.00010000000474974513
68,-0.7696143984794617,-0.8273759484291077,0.00010000000474974513
69,-0.7701244950294495,-0.8267963528633118,0.00010000000474974513
70,-0.7711014151573181,-0.8280522227287292,1.0000000656873453e-05
71,-0.7712880969047546,-0.8279932141304016,1.0000000656873453e-05
72,-0.7713804841041565,-0.8283166289329529,1.0000000656873453e-05
73,-0.7715638279914856,-0.8283296227455139,1.0000001111620804e-06
74,-0.7715689539909363,-0.8283253312110901,1.0000001111620804e-06
75,-0.7715698480606079,-0.8283366560935974,1.0000001111620804e-06
76,-0.7715925574302673,-0.8283374905586243,1.000000082740371e-07
77,-0.7715937495231628,-0.828335702419281,1.000000082740371e-07
78,-0.7715938687324524,-0.8283365368843079,1.000000082740371e-07
79,-0.7715957760810852,-0.8283365368843079,1.000000082740371e-08
80,-0.7715952396392822,-0.8283367156982422,1.000000082740371e-08
81,-0.7715955972671509,-0.8283366560935974,1.000000082740371e-08
82,-0.7715955972671509,-0.8283365368843079,1.000000082740371e-09
83,-0.7715956568717957,-0.8283365368843079,1.000000082740371e-09
84,-0.7715955376625061,-0.8283366560935974,1.000000082740371e-09
85,-0.7715955376625061,-0.8283366560935974,1.000000082740371e-10
