,loss
786,-0.7397745251655579
787,-0.7403306365013123
788,-0.74310302734375
789,-0.742680013179779
790,-0.7372562885284424
791,-0.7431620955467224
792,-0.7425673604011536
793,-0.7427441477775574
794,-0.7405648231506348
795,-0.7428528070449829
796,-0.7422245740890503
797,-0.7403607964515686
798,-0.7367209196090698
799,-0.737076997756958
800,-0.7428349256515503
801,-0.7424332499504089
802,-0.7428391575813293
803,-0.7424395680427551
804,-0.7425731420516968
805,-0.7426964044570923
806,-0.7413775324821472
807,-0.7425068616867065
808,-0.7401784062385559
809,-0.742669939994812
810,-0.743500828742981
811,-0.7389788627624512
812,-0.7406512498855591
813,-0.740276575088501
814,-0.7419117093086243
815,-0.7433733940124512
816,-0.7408885359764099
817,-0.7394999861717224
818,-0.7425262331962585
819,-0.7431947588920593
820,-0.7410301566123962
821,-0.7439681887626648
822,-0.7416775822639465
823,-0.7415196299552917
824,-0.7412310838699341
825,-0.741076648235321
826,-0.739302396774292
827,-0.7425363659858704
828,-0.743415117263794
829,-0.7390949726104736
830,-0.7443320751190186
831,-0.7416310906410217
832,-0.7416529059410095
833,-0.741531252861023
834,-0.7391603589057922
835,-0.7413362264633179
836,-0.7412830591201782
837,-0.7396494746208191
838,-0.742949903011322
839,-0.7408345937728882
840,-0.7421982288360596
841,-0.7413966059684753
842,-0.7391933798789978
843,-0.7405575513839722
844,-0.742061972618103
845,-0.741141676902771
846,-0.7439535856246948
847,-0.7371550798416138
848,-0.7346261739730835
849,-0.7409349679946899
850,-0.7396697402000427
851,-0.7398574352264404
852,-0.740803062915802
853,-0.742741048336029
854,-0.740976095199585
855,-0.7429324984550476
856,-0.7416267395019531
857,-0.7440024614334106
858,-0.7422788739204407
859,-0.7425828576087952
860,-0.7384554147720337
861,-0.7415731549263
862,-0.742680013179779
863,-0.741998016834259
864,-0.7424666881561279
865,-0.7367075085639954
866,-0.7391930222511292
867,-0.7377691268920898
868,-0.7426496744155884
869,-0.7425017356872559
870,-0.7434080243110657
871,-0.74349445104599
872,-0.7367069125175476
873,-0.7369014024734497
874,-0.7320955395698547
875,-0.7318353056907654
876,-0.7419295310974121
877,-0.7406951189041138
878,-0.7413349151611328
879,-0.742538332939148
880,-0.7432069182395935
881,-0.7442486882209778
882,-0.7436557412147522
883,-0.7435356974601746
884,-0.7428276538848877
885,-0.7398800253868103
886,-0.7432664632797241
887,-0.7391584515571594
888,-0.7352157831192017
889,-0.7370046377182007
890,-0.743540346622467
891,-0.7421525716781616
892,-0.7435539364814758
893,-0.7421958446502686
894,-0.7416218519210815
895,-0.7428600192070007
896,-0.7431050539016724
897,-0.7436782121658325
898,-0.7423655390739441
899,-0.7438871264457703
900,-0.7430731058120728
901,-0.7440565824508667
902,-0.7437121272087097
903,-0.7422763705253601
904,-0.7425376772880554
905,-0.7407618761062622
906,-0.7414031028747559
907,-0.7440552115440369
908,-0.7405627369880676
909,-0.7440605759620667
910,-0.7422163486480713
911,-0.7411685585975647
912,-0.7427002787590027
913,-0.7411524653434753
914,-0.7389580607414246
915,-0.7438679337501526
916,-0.7421138882637024
917,-0.7442170977592468
918,-0.7434800267219543
919,-0.7429697513580322
920,-0.7437149882316589
921,-0.7435064911842346
922,-0.7432824373245239
923,-0.7433204650878906
924,-0.7379449605941772
925,-0.7463476061820984
926,-0.7401332855224609
927,-0.7430793642997742
928,-0.7433825135231018
929,-0.7437735199928284
930,-0.7421157956123352
931,-0.7392998337745667
932,-0.7434346079826355
933,-0.7427704930305481
934,-0.7427986264228821
935,-0.7407167553901672
936,-0.7440609931945801
937,-0.7436694502830505
938,-0.7428198456764221
939,-0.7440783381462097
940,-0.7425488233566284
941,-0.7437214255332947
942,-0.7421241998672485
943,-0.7426422238349915
944,-0.7436517477035522
945,-0.7436840534210205
946,-0.74342942237854
947,-0.7416449785232544
948,-0.7406672835350037
949,-0.7423002123832703
950,-0.7424435019493103
951,-0.745460569858551
952,-0.7394936084747314
953,-0.7444396018981934
954,-0.7392000555992126
955,-0.7431429624557495
956,-0.7428778409957886
957,-0.7427920699119568
958,-0.74118971824646
959,-0.7422654032707214
960,-0.7439642548561096
961,-0.743617594242096
962,-0.7441166639328003
963,-0.7444316148757935
964,-0.7422945499420166
965,-0.7437949180603027
966,-0.7430868148803711
967,-0.7442408800125122
968,-0.7437795996665955
969,-0.7442458271980286
970,-0.7419195771217346
971,-0.7437788248062134
972,-0.743951678276062
973,-0.7397220730781555
974,-0.742046058177948
975,-0.7438635230064392
976,-0.7431039214134216
977,-0.7436198592185974
978,-0.7424365282058716
979,-0.7443841099739075
980,-0.7440338730812073
981,-0.7427864670753479
982,-0.743861198425293
983,-0.7409090399742126
984,-0.7401251196861267
985,-0.7432833313941956
986,-0.7417395114898682
987,-0.740836501121521
988,-0.743701159954071
989,-0.7429375052452087
990,-0.7407351732254028
991,-0.7425932884216309
992,-0.7434906959533691
993,-0.744658887386322
994,-0.7402850985527039
995,-0.7428466081619263
996,-0.7451184988021851
997,-0.7347651124000549
998,-0.7416355013847351
999,-0.7419058084487915
